0	3797
0	5846
0	6484
1	7931
1	5323
1	5250
1	5984
1	8481
1	8499
2	3017
2	3340
2	3980
3	3407
3	4669
3	4870
3	5142
3	5665
4	1185
4	1576
4	4166
5	2340
5	3340
5	5601
6	1955
6	2863
6	3101
7	7205
7	5324
7	6179
7	7814
7	7813
8	569
8	729
8	978
8	1255
9	4188
9	7258
9	8340
10	1185
10	2678
10	6224
11	4970
11	5276
11	5324
12	4166
12	1674
12	5526
12	6412
12	6774
12	4054
13	1978
13	4087
13	4137
13	4166
14	4076
14	5637
14	5286
15	6827
15	8060
15	8074
15	8219
15	8919
16	4108
16	7440
16	5970
17	5454
17	2941
17	3101
17	4201
17	5799
18	862
18	1211
18	1614
18	1615
19	1978
19	2683
19	2925
19	3649
19	3913
19	4927
20	2169
20	4555
20	6910
21	4653
21	6055
21	6267
22	6074
22	939
22	4783
22	5184
22	1378
22	1579
22	2029
22	1115
22	5484
23	1766
23	2048
23	9275
23	1341
24	6912
24	8369
24	5784
25	2735
25	4265
25	4558
25	6551
25	2888
25	3340
26	6019
26	8274
26	8309
26	9073
27	7722
27	8661
27	9233
27	9293
28	1805
28	3047
28	3782
29	4520
29	5092
29	5352
29	6399
29	5259
30	561
30	2257
30	2272
30	2275
31	5054
31	5503
31	1720
31	3170
32	6588
32	9691
32	6611
33	5825
33	682
33	7766
33	1347
33	6769
33	948
33	4488
33	717
33	5762
33	6856
34	8258
34	8487
34	8554
35	2111
35	3739
35	4245
36	972
36	6320
36	6910
37	2298
37	1927
37	6408
38	778
38	2727
38	4109
39	3438
39	4340
39	4581
39	4676
40	6635
40	8159
40	6636
41	5354
41	7114
41	7979
41	5689
41	4938
42	4721
42	6656
42	4351
42	8583
42	6727
42	9601
43	7441
43	7675
43	9341
44	998
44	1605
44	769
44	884
44	2830
44	6077
44	6200
44	5073
44	4429
44	4565
44	2082
45	4139
45	3886
45	5780
46	4209
46	1857
46	4075
47	6381
47	6673
47	5967
48	6168
48	9404
48	7119
49	6843
49	1966
49	3344
50	496
50	2564
50	5324
51	401
51	939
51	1082
51	9038
52	931
52	1802
52	6251
53	2351
53	8483
53	9390
53	9429
53	9303
53	9335
54	844
54	3623
54	5654
55	6959
55	7921
55	7637
56	569
56	748
56	979
56	2776
57	277
57	539
57	5991
57	9302
58	937
58	311
58	1005
58	501
59	3628
59	2760
59	2753
59	1576
59	3898
59	5042
60	1443
60	4708
60	6656
61	2592
61	2790
61	7764
62	790
62	1412
62	4376
62	4497
62	5184
63	1035
63	888
63	342
64	7123
64	5250
64	5780
64	6823
65	2026
65	2555
65	2690
66	3079
66	9837
66	8922
66	9346
67	43
67	725
67	3253
67	7891
68	2449
68	4617
68	6520
68	7314
69	1058
69	5425
69	5693
70	6993
70	7103
70	7198
71	6700
71	5115
71	5503
72	3738
72	4940
72	5369
72	5648
72	4539
72	9713
72	70
72	578
72	4883
72	8726
72	9158
73	3484
73	3633
73	4219
73	5206
73	5748
73	6385
74	1151
74	1185
74	1576
74	3004
75	5685
75	3117
75	1109
75	9273
76	1147
76	9221
76	6074
76	7644
77	4841
77	5105
77	5324
78	1566
78	5800
78	6990
78	7577
79	5647
79	1859
79	2561
79	2790
79	6115
79	4770
79	5508
79	5695
79	7189
79	8261
79	8736
80	343
80	983
80	1785
80	1748
80	1074
80	4362
80	3748
80	5753
81	4585
81	3553
81	9047
81	4841
82	1479
82	2159
82	3913
82	4286
83	1576
83	5006
83	5446
84	8070
84	181
84	5100
84	5324
85	1426
85	6081
85	6100
86	5412
86	1674
86	3889
87	469
87	733
87	699
87	1165
87	7970
87	3274
87	3944
87	4955
87	1115
87	2705
87	3359
88	1138
88	3737
88	4414
88	5070
88	5857
89	6479
89	6782
89	7309
90	1568
90	1164
90	6071
90	1448
90	3857
90	2823
90	3167
91	1779
91	1275
91	3597
92	5507
92	9534
92	5981
92	7026
92	8662
93	1395
93	2041
93	2788
93	5998
94	8943
94	8954
94	3154
94	5618
94	4358
94	9213
95	210
95	1622
95	2356
96	397
96	1054
96	2625
97	3834
97	4580
97	2823
97	3419
97	6412
97	1487
97	1674
97	7293
98	8605
98	6312
98	8945
98	8036
99	4148
99	4734
99	4103
99	6782
99	7590
99	9628
99	7313
99	9380
99	8772
99	9175
100	1870
100	3589
100	3953
100	5475
100	6920
100	4057
100	1884
100	6082
100	7826
100	1581
100	6919
100	7246
101	2082
101	4221
101	6240
102	2169
102	5857
102	7381
102	9846
103	2116
103	5967
103	7590
103	428
104	1111
104	2093
104	2477
104	5184
105	95
105	3272
105	2830
105	3258
105	4362
105	3748
105	1863
106	9302
106	9814
106	1428
106	2215
106	2637
106	9965
106	8605
107	1471
107	358
107	8983
107	3156
108	2509
108	3003
108	4069
108	5857
109	5843
109	7819
109	7383
110	249
110	342
110	1196
110	1205
110	2258
110	2425
