0	9255
0	3421
0	11357
0	14592
0	9940
0	1727
0	4672
0	13574
0	11443
0	3450
1	1011
1	10654
1	7941
1	11013
1	4234
1	151
2	15389
2	11339
2	3102
3	9623
3	15122
3	14647
3	14316
3	14235
3	14037
3	15675
3	15799
3	6660
3	12508
4	15428
4	7096
4	8316
4	10034
5	5565
5	7486
5	10901
5	9068
5	12691
6	8957
6	13533
6	2326
6	10517
6	7825
6	4151
6	12043
6	7665
6	11619
6	8624
6	1049
6	11639
6	1863
6	7990
6	1584
6	15159
6	13100
6	9058
6	13634
6	1619
7	11105
7	1217
7	13701
8	10925
8	1319
8	6631
8	10093
9	6221
9	9866
9	13159
9	3734
10	14419
10	9256
10	10374
10	2727
10	12583
10	8145
10	10117
10	15443
11	7685
11	15606
11	8539
11	14940
11	13277
11	14541
11	13139
12	8786
12	11638
12	1753
12	3192
12	5239
13	13568
13	7072
13	12783
13	11819
14	8637
14	7861
14	5599
14	6449
14	12083
14	5957
14	12691
15	15727
15	12997
15	778
15	13458
16	12927
16	14195
16	3706
16	13948
16	11635
17	5417
17	15200
17	3134
17	7063
17	2701
18	2708
18	13600
18	14027
18	4723
18	11570
19	12712
19	14981
19	15667
19	8950
19	7380
19	12041
19	4176
19	11596
19	9509
20	2675
20	3569
20	4833
20	2138
21	12928
21	16067
21	9422
21	10289
21	12387
22	2984
22	9474
22	4163
22	11197
23	12559
23	778
23	1640
23	8711
23	11495
24	9175
24	13433
24	8373
24	7618
24	7604
25	688
25	2432
25	577
25	5435
26	6055
26	15097
26	4392
26	12928
26	10442
26	12997
27	12002
27	9700
27	12201
27	10483
28	8390
28	15902
28	10614
28	5940
28	8984
29	5412
29	11639
29	3050
29	3859
29	15348
29	1670
29	2038
30	4229
30	15404
30	13928
30	11999
30	10753
30	5914
30	12218
30	12294
31	6288
31	14433
31	15512
31	5995
31	10698
31	1724
31	5159
32	9175
32	10647
32	11875
32	1836
33	12943
33	6835
33	15219
33	10370
33	11304
33	11327
33	14903
33	8813
33	2594
33	2895
33	9784
33	13634
33	7649
33	8991
33	15120
33	10427
33	7873
33	10589
33	2179
33	4090
33	12508
33	7011
33	5830
33	9334
33	7189
33	8949
33	14236
33	4293
33	12551
33	14944
34	11494
34	13902
34	11699
35	15633
35	5829
35	13437
36	8699
36	13989
36	768
36	12474
37	9853
37	5030
37	9802
37	11993
38	14558
38	9271
38	9661
38	8515
38	15288
38	12025
38	15921
39	5990
39	5177
39	5292
39	3130
40	9661
40	12439
40	15926
40	13578
40	10112
41	11583
41	14253
41	4852
41	11804
42	2175
42	3786
42	12393
42	13624
43	11361
43	12098
43	9940
43	11572
43	11872
43	16051
44	5897
44	13533
44	11856
44	12601
44	8437
44	12490
44	13057
45	1248
45	10889
45	10363
45	14707
46	5176
46	1752
46	7282
46	3924
47	16158
47	3376
47	5254
47	15939
48	14673
48	2997
48	15659
48	1681
49	4027
49	15117
49	5903
49	5239
49	15489
50	15338
50	6459
50	7651
50	3827
50	12928
51	12914
51	12392
51	12508
51	12656
51	10802
51	9694
51	7323
52	8125
52	16377
52	14756
52	16405
52	9391
52	115
52	10426
52	2902
52	15967
52	14152
52	8346
52	3548
53	11107
53	9428
53	3310
54	9863
54	12414
54	4194
54	10811
54	5754
54	13224
54	6774
54	7492
54	13882
54	12240
54	2584
54	2213
54	14811
54	9439
54	11945
54	15608
54	6819
54	14730
55	13833
55	10971
55	14875
55	12752
55	12928
56	10134
56	11638
56	13533
56	15106
57	9523
57	2453
57	10019
57	8941
57	14095
57	12546
57	14837
58	5187
58	10637
58	10376
58	13498
58	15038
58	14435
58	2511
59	12191
59	11250
59	13771
59	12115
59	2678
59	16083
59	4301
60	10108
60	10515
60	10093
60	7418
60	13916
61	15730
61	11572
61	14419
61	8682
62	895
62	10940
62	8613
62	2731
63	3157
63	6460
63	4809
63	4449
63	12757
63	491
63	13842
63	8258
64	7174
64	13015
64	15148
64	9295
64	4750
65	8777
65	13284
65	9456
65	15032
66	1014
66	5569
66	9718
66	11370
66	16049
66	11888
66	16360
66	14270
66	11925
66	9500
67	1249
67	826
67	11077
68	12890
68	635
68	6680
68	9970
68	7559
68	4807
68	6420
68	16235
68	9730
68	11577
68	1330
68	10515
68	11956
68	11598
69	14252
69	11065
69	10336
70	13578
70	13954
70	10948
70	16441
71	12314
71	5277
71	15451
71	6129
71	15844
72	11695
72	12552
72	12735
72	3927
72	12029
72	3912
72	15035
72	730
72	1963
72	8065
73	14305
73	9480
73	14952
73	14994
74	3736
74	6214
74	11535
74	10449
74	12928
74	9124
74	9480
74	3871
74	13692
74	6615
74	12953
75	1041
75	5096
75	5467
76	15417
76	15340
76	14262
76	12928
77	4364
77	2295
77	6627
77	2718
77	16373
77	9122
77	14438
77	12380
77	8273
77	10938
77	11371
77	315
78	11905
78	12868
78	15751
78	11647
78	6186
78	14488
78	14765
78	7440
78	12797
79	14164
79	10646
79	14630
79	616
79	744
79	6871
79	3839
80	6208
80	12022
80	15100
80	15671
81	251
81	2008
81	11769
81	15895
81	7703
82	12826
82	2639
82	6201
82	9489
83	13470
83	2636
83	12845
83	8070
