0	7611
0	9991
0	5943
0	7391
0	7511
1	9208
1	8976
1	9358
1	9745
1	7533
1	7518
1	7263
2	9083
2	7335
2	9322
2	6178
3	593
3	3807
3	8832
4	8637
4	8376
4	692
5	6977
5	4609
5	6272
6	4968
6	6776
6	436
6	8919
6	6466
6	3732
6	4971
7	5011
7	2216
7	5010
7	1061
8	8928
8	2265
8	7224
8	3704
9	8901
9	7740
9	2313
9	5183
9	3177
9	9816
9	9793
9	6754
9	4791
9	3207
10	8070
10	9240
10	569
10	3220
10	1856
10	6745
10	8551
10	3668
10	3909
10	4112
10	7983
10	3379
10	1217
10	9824
10	4025
10	2288
10	9611
10	9612
10	4261
10	3901
10	1518
10	979
10	5051
10	3235
10	9716
10	6101
10	7933
10	7532
10	2278
10	1617
10	6595
10	9809
10	3153
10	8824
10	2971
10	312
10	9248
10	4208
10	2798
10	5831
10	4300
10	6103
10	9968
10	8928
10	8080
10	6442
10	6050
10	7646
10	9792
10	6846
10	4635
10	2953
10	8134
10	4718
10	6238
10	9515
10	3478
10	9887
10	1519
10	85
10	958
10	7632
10	1235
10	10152
10	6718
10	3775
10	5667
10	9791
10	4331
11	8752
11	9537
11	7234
11	8737
11	10191
11	9949
11	10140
12	6694
12	1269
12	5781
12	9205
13	5561
13	5222
13	4992
13	5562
14	7383
14	2259
14	620
14	5494
14	1001
15	4847
15	2666
15	1791
15	3815
15	3020
16	4336
16	7092
16	643
16	5425
16	5979
16	6090
16	1744
16	2527
16	5734
16	522
16	4410
17	5944
17	6714
17	3121
17	7806
18	3409
18	8824
18	4304
18	5839
18	7930
19	6332
19	4830
19	1809
19	4084
19	6541
19	6681
19	4010
19	5286
20	1856
20	8520
20	4064
20	3731
20	7130
21	9428
21	10084
21	9612
22	6317
22	5457
22	5840
23	591
23	7705
23	3473
24	1092
24	9109
24	8728
24	9134
25	6754
25	4916
25	5896
25	9477
26	7126
26	9170
26	9413
26	8844
27	9156
27	385
27	388
28	9053
28	2549
28	3220
